clave,fecha,tipo_acuerdo,tema,descripcion_cmf,url
0000_0014,2023-12-12,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE DICTA INSTRUCCIONES Y ARCHIVO NORMATIVO PARA EL CUMPLIMIENTO DE LO DISPUESTO EN EL ARTÍCULO 28 DE LA LEY N°14.908 SOBRE ABANDONO DE FAMILIA Y PAGO DE PENSIONES ALIMENTICIAS,https://www.cmfchile.cl/sitio/aplic/serdoc/ver_sgd.php?s567=ca7d9fc809cdba737843f1b551fb4497VFdwQmVVMTZSWGxOUkZVd1RtcEZNazVCUFQwPQ==&secuencia=-1&t=1778175439
0000_1720,2023-12-05,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISION PARA EL MERCADO FINANCIERO QUE APRUEBA PROPUESTA NORMATIVA QUE IMPARTE INSTRUCCIONES RELATIVAS AL ENVIO DE INFORMACIÓN SOBRE INSTRUMENTOS DE LA CARTERA PROPIA DE LOS INTERMEDIARIOS DE VALORES. DEROGA CIRCULAR N°1720 DE 2004.,https://www.cmfchile.cl/sitio/aplic/serdoc/ver_sgd.php?s567=79b0ad592c4a7ef10fde76c6ed1736ceVFdwQmVVMTZSWGxOUkZWNlRrUkJOVTVuUFQwPQ==&secuencia=-1&t=1778175439
0000_0003,2023-11-09,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO
FINANCIERO QUE APRUEBA DEROGACIÓN DE LA CARTA CIRCULAR N° 3 DE 2008 (EX SBIF AHORA CMF). Y QUE EXCLUYE LA DISPOSICIÓN DE LOS TRAMITES PREVISTOS EN EL INCISO PRIMERO DEL NUMERAL 3 DEL ARTÍCULO 20 DEL D.L. N°3.538.",https://www.cmfchile.cl/sitio/aplic/serdoc/ver_sgd.php?s567=923780e8be03b3474f234001fa25ae29VFdwQmVVMTZSWGhOUkZFelRWUkpkMDVuUFQwPQ==&secuencia=-1&t=1778175439
2023_2335,2023-06-05,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA CIRCULAR QUE ACTUALIZA LA CIRCULAR N°1 PARA EMPRESAS OPERADORAS DE TARJETAS DE PAGO Y MODIFICA LA INFORMACIÓN REQUERIDA MEDIANTE EL ARCHIVO C81.,https://www.cmfchile.cl/normativa/cir_2335_2023.pdf
2023_0497,2023-06-02,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°152 QUE IMPARTE NORMAS SOBRE ACTIVOS REPRESENTATIVOS DE RESERVAS TECNICAS Y PATRIMONIO DE RIESGO.,https://www.cmfchile.cl/normativa/ncg_497_2023.pdf
2023_0496,2023-03-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NCG N°318, QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980, Y LA CIRCULAR QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE TABLAS DE MORTALIDAD CB-H-2020 (HOMBRES), MI-H-2020 (HOMBRES), RV-M-2020 (MUJERES), B-M-2020 (MUJERES), Y MI-M-2020 (MUJERES).",https://www.cmfchile.cl/normativa/ncg_496_2023.pdf
2023_2332,2023-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NCG N°318, QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980, Y LA CIRCULAR QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE TABLAS DE MORTALIDAD CB-H-2020 (HOMBRES), MI-H-2020 (HOMBRES), RV-M-2020 (MUJERES), B-M-2020 (MUJERES), Y MI-M-2020 (MUJERES).",https://www.cmfchile.cl/normativa/cir_2332_2023.pdf
2022_2329,2022-12-19,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA CIRCULAR QUE ACTUALIZA NORMATIVA QUE INDICA, EN CONCORDANCIA CON LAS MODIFICACIONES EFECTUADAS POR EL BANCO CENTRAL DE CHILE A LOS CAPÍTULOS III.E DE SU COMPENDIO DE NORMAS FINANCIERAS",https://www.cmfchile.cl/normativa/cir_2329_2022.pdf
2022_2327,2022-11-21,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL PARA CÁMARAS DE COMPENSACIÓN DE PAGOS DE BAJO VALOR REGULADAS POR EL BANCO CENTRAL DE CHILE; LA CIRCULAR QUE MODIFICA LA NORMATIVA QUE INDICA Y LA EXCLUYE DE LOS TRÁMITES PREVISTOS EN EL INCISO PRIMERO DEL NUMERAL 3 DEL ARTÍCULO 20 DEL D.L. N°3.538.,https://www.cmfchile.cl/normativa/cir_2327_2022.pdf
2022_0489,2022-11-21,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL PARA CÁMARAS DE COMPENSACIÓN DE PAGOS DE BAJO VALOR REGULADAS POR EL BANCO CENTRAL DE CHILE; LA CIRCULAR QUE MODIFICA LA NORMATIVA QUE INDICA Y LA EXCLUYE DE LOS TRÁMITES PREVISTOS EN EL INCISO PRIMERO DEL NUMERAL 3 DEL ARTÍCULO 20 DEL D.L. N°3.538.,https://www.cmfchile.cl/normativa/ncg_489_2022.pdf
2022_2325,2022-11-09,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA CIRCULAR QUE ACTUALIZA LA NORMATIVA SOBRE PREVENCIÓN DEL LAVADO DE ACTIVOS, FINANCIAMIENTO AL TERRORISMO Y LA NO PROLIFERACIÓN DE ARMAS DE DESTRUCCIÓN MASIVA APLICABLE A BANCOS, COOPERATIVAS Y EMISORES DE TARJETAS DE PAGO.",https://www.cmfchile.cl/normativa/cir_2325_2022.pdf
2022_0487,2022-09-29,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REQUIERE EL ENVÍO DE INFORMACIÓN SOBRE FRAUDES DE ACUERDO CON EL NUEVO ARTÍCULO 11 DE LA LEY N°20.009.,https://www.cmfchile.cl/normativa/ncg_487_2022.pdf
2022_2321,2022-09-23,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA CIRCULAR QUE INSTRUYE A LAS EMPRESAS BANCARIAS Y OTRAS ENTIDADES FISCALIZADAS Y REGISTRADAS, EL USO DEL MODULO DE LA EXTRANET DENOMINADO OFICINA DE PARTES VIRTUAL.",https://www.cmfchile.cl/normativa/cir_2321_2022.pdf
2022_0486,2022-08-31,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE MODIFICA LAS NORMAS DE CARÁCTER GENERAL N°30, N°303, N°473 Y N°475 EN LOS TÉRMINOS QUE INDICA.",https://www.cmfchile.cl/normativa/ncg_486_2022.pdf
2022_0485,2022-08-30,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE IMPARTE INSTRUCCIONES SOBRE EL CÁLCULO DEL PRECIO DE CIERRE AL QUE SE REFIERE LA LEY N°21.420,https://www.cmfchile.cl/normativa/ncg_485_2022.pdf
2022_0484,2022-08-05,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA LAS COMISIONES DE OPERACIONES DE CRÉDITO DE ACUERDO AL ARTÍCULO 19 TER DE LA LEY 18.010, Y QUE DEFINE LOS PLAZOS Y CONDICIONES EN QUE LAS ENTIDADES DEBEN ENVIAR A SUS CLIENTES LOS ANEXOS CONTRACTUALES SEGÚN EL ARTÍCULO OCTAVO TRANSITORIO DE LA LEY N°21.314.",https://www.cmfchile.cl/normativa/ncg_484_2022.pdf
2022_0483,2022-08-04,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE MODIFICA NORMA DE CARÁCTER GENERAL N°472 Y QUE EXCEPTÚA DE TRÁMITE QUE INDICA.,https://www.cmfchile.cl/normativa/ncg_483_2022.pdf
2022_0481,2022-07-25,Modificación NCG,"Modifica Norma de Carácter General N° 323, que imparte instrucciones sobre determinación del patrimonio de riesgo, patrimonio neto y obligación de invertir","EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°323 QUE IMPARTE INSTRUCCIONES SOBRE DETERMINACIÓN DEL PATRIMONIO DE RIESGO, PATRIMONIO NETO Y OBLIGACIÓN DE INVERTIR; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.",https://www.cmfchile.cl/normativa/ncg_481_2022.pdf
2022_0480,2022-07-25,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA LA INTERCONEXIÓN DE LAS BOLSAS DE VALORES.,https://www.cmfchile.cl/normativa/ncg_480_2022.pdf
2022_0479,2022-06-06,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA NORMA DE CARÁCTER GENERAL N° 470, QUE REGULA EL SISTEMA DE CONSULTAS DE SEGUROS DEL ARTÍCULO 12 DEL D.F.L. N° 251, DE 1931 Y LA EXIME DE TRÁMITE DE CONSULTA PÚBLICA.",https://www.cmfchile.cl/normativa/ncg_479_2022.pdf
2022_0478,2022-05-30,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA NORMA DE CARÁCTER GENERAL N° 470, QUE REGULA EL SISTEMA DE CONSULTAS DE SEGUROS DEL ARTÍCULO 12 DEL D.F.L. N° 251, DE 1931 Y LA EXIME DE TRÁMITE DE CONSULTA PÚBLICA.",https://www.cmfchile.cl/normativa/ncg_478_2022.pdf
2022_0477,2022-05-20,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE SIMPLIFICA PROCESO DE INSCRIPCIÓN EN EL REGISTRO DE INSPECTORES DE CUENTAS Y AUDITORES EXTERNOS.,https://www.cmfchile.cl/normativa/ncg_477_2022.pdf
2022_0472,2022-04-13,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA LA ASESORÍA DE INVERSIÓN.,https://www.cmfchile.cl/normativa/ncg_472_2022.pdf
2022_0471,2022-04-13,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA LA INSCRIPCIÓN EN EL REGISTRO DE AGENTES DE VENTAS DE SEGUROS Y EN EL REGISTRO DE AGENTES DE VENTAS DE RENTAS VITALICIAS.,https://www.cmfchile.cl/normativa/ncg_471_2022.pdf
2022_0470,2022-04-08,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE REGULA EL SISTEMA DE CONSULTAS DE SEGUROS DEL ARTÍCULO 12 DEL D.F.L. N° 251, DE 1931. DEROGA NORMA DE CARACTER GENERAL N°342.",https://www.cmfchile.cl/normativa/ncg_470_2022.pdf
2022_2309,2022-03-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA CIRCULAR QUE MODIFICA CIRCULAR N° 1815, QUE ESTABLECE NORMAS PARA EL ENVÍO DE INFORMACIÓN SOBRE PÓLIZAS DE RENTA VITALICIA PREVISIONAL DEL D.L. Nº 3.500 DE 1980.",https://www.cmfchile.cl/normativa/cir_2309_2022.pdf
2022_2308,2022-03-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE CIRCULAR QUE MODIFICA CIRCULAR N° 1194, QUE ESTABLECE NORMAS PARA EL ENVIO DE INFORMACION DE SEGUROS PREVISIONALES E INDICES DE COBERTURA DEL SISTEMA DE CALCE.",https://www.cmfchile.cl/normativa/cir_2308_2022.pdf
2022_0466,2022-03-28,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N° 218 DE LA COMISIÓN PARA EL MERCADO FINANCIERO Y EL TÍTULO II DEL LIBRO III DEL COMPENDIO DE NORMAS DE LA SUPERINTENDENCIA DE PENSIONES, QUE “IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSIÓN ESTABLECIDO POR EL ARTÍCULO 61 BIS DEL D.L. N° 3.500, DE 1980”.",https://www.cmfchile.cl/normativa/ncg_466_2022.pdf
2022_0465,2022-02-25,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°398 QUE FIJA TABLAS DE MORTALIDAD CB-H-2014 (HOMBRES), MI-H-2014 (HOMBRES), RV-M-2014 (MUJERES), B-M-2014 (MUJERES), Y MI-M-2014 (MUJERES).",https://www.cmfchile.cl/normativa/ncg_465_2022.pdf
2022_2306,2022-02-17,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA CIRCULAR QUE REQUIERE INFORMACIÓN RESPECTO DE LOS MOVIMIENTOS Y VALORES MANTENIDOS EN LAS EMPRESAS DE DEPÓSITO DE VALORES.,https://www.cmfchile.cl/normativa/cir_2306_2022.pdf
2022_2304,2022-01-31,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA CIRCULAR QUE HACE APLICABLE A LAS COOPERATIVAS DE AHORRO Y CRÉDITO FISCALIZADAS, LAS NORMAS DE RESGUARDO Y GESTIÓN DE RIESGOS OPERACIONALES QUE INDICA.",https://www.cmfchile.cl/normativa/cir_2304_2022.pdf
2022_0464,2022-01-31,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N° 460, QUE DETERMINA LOS SEGUROS QUE SE PUEDEN CONTRATAR DE ACUERDO A LO SEÑALADO EN EL ARTÍCULO 538 BIS DEL CÓDIGO DE COMERCIO; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538 Y EN EL ARTICULO 37 BIS DE LA LEY N°19.880.",https://www.cmfchile.cl/normativa/ncg_464_2022.pdf
2022_0463,2022-01-05,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°152 QUE IMPARTE NORMAS SOBRE ACTIVOS REPRESENTATIVOS DE RESERVAS TECNICAS Y PATRIMONIO DE RIESGO.,https://www.cmfchile.cl/normativa/ncg_463_2022.pdf
2022_0469,2022-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE REGULA LA CONTRATACIÓN INDIVIDUAL Y COLECTIVA DE SEGUROS ASOCIADOS A CRÉDITOS HIPOTECARIOS DEL ARTÍCULO 40 DEL D.F.L. N° 251, LAS CONDICIONES MÍNIMAS QUE DEBERÁN CONTEMPLAR LAS BASES DE LICITACIÓN DE ÉSTOS Y LA INFORMACIÓN QUE SE DEBERÁ ENTREGAR A LOS OFERENTES, DEUDORES ASEGURADOS Y COMISIÓN PARA EL MERCADO FINANCIERO. DEROGA NORMA DE CARÁCTER GENERAL N° 330, CIRCULAR N°3.530 BANCOS (CIRCULAR N° 147 DE COOPERATIVAS Y LA CIRCULAR N° 62 DE FILIALES), CARTA CIRCULAR N°2 DEL 2012 BANCOS, (CARTA CIRCULAR N°1 COOPERATIVAS DEL 2012) Y CIRCULAR 3.537 BANCOS (CIRCULAR N° 149 COOPERATIVAS Y CIRCULAR N° 63 FILIALES).",https://www.cmfchile.cl/normativa/ncg_469_2022.pdf
2021_0462,2021-12-01,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REQUIERE EL ENVÍO DE INFORMACIÓN RELATIVA A PORTABILIDAD FINANCIERA.,https://www.cmfchile.cl/normativa/ncg_462_2021.pdf
2021_0461,2021-11-12,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE MODIFICA LA ESTRUCTURA Y CONTENIDO DE LA MEMORIA ANUAL DE LOS EMISORES DE VALORES Y QUE MODIFICA Y DEROGA NORMAS QUE INDICA.,https://www.cmfchile.cl/normativa/ncg_461_2021.pdf
2021_2299,2021-11-05,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE CIRCULAR QUE MODIFICA CIRCULAR N° 2137, QUE IMPARTE NORMAS SOBRE FORMA Y CONTENIDO DE LOS ESTADOS FINANCIEROS DE CORREDORES DE SEGUROS QUE NO SEAN PERSONAS NATURALES Y DE CIRCULAR QUE MODIFICA CIRCULAR N° 1652, QUE ESTABLECE FICHA ESTADISTICA CODIFICADA UNIFORME PARA INFORMAR PRODUCCION INTERMEDIADA POR LOS CORREDORES DE SEGUROS (PERSONAS NATURALES).",https://www.cmfchile.cl/normativa/cir_2299_2021.pdf
2021_2298,2021-11-05,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE CIRCULAR QUE MODIFICA CIRCULAR N° 2137, QUE IMPARTE NORMAS SOBRE FORMA Y CONTENIDO DE LOS ESTADOS FINANCIEROS DE CORREDORES DE SEGUROS QUE NO SEAN PERSONAS NATURALES Y DE CIRCULAR QUE MODIFICA CIRCULAR N° 1652, QUE ESTABLECE FICHA ESTADISTICA CODIFICADA UNIFORME PARA INFORMAR PRODUCCION INTERMEDIADA POR LOS CORREDORES DE SEGUROS (PERSONAS NATURALES).",https://www.cmfchile.cl/normativa/cir_2298_2021.pdf
2021_0458,2021-07-30,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N° 152 QUE IMPARTE NORMAS SOBRE ACTIVOS REPRESENTATIVOS DE RESERVAS TÉCNICAS Y PATRIMONIO DE RIESGO.,https://www.cmfchile.cl/normativa/ncg_458_2021.pdf
2021_0457,2021-07-19,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE SIMPLIFICA INSCRIPCIÓN DE VALORES DE OFERTA PÚBLICA.,https://www.cmfchile.cl/normativa/ncg_457_2021.pdf
2021_0456,2021-07-05,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA LA FIGURA DE DENUNCIANTE ANÓNIMO.,https://www.cmfchile.cl/normativa/ncg_456_2021.pdf
2021_0455,2021-06-02,Modificación NCG,,IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSIÓN ESTABLECIDO POR EL ARTÍCULO 61 BIS DEL D.L. N°3.500 DE 1980. MODIFICA LA NORMA DE CARÁCTER GENERAL N°218 DE LA COMISIÓN PARA EL MERCADO FINANCIERO Y EL TÍTULO II DEL LIBRO III DEL COMPENDIO DE NORMAS DE LA SUPERINTENDENCIA DE PENSIONES.,https://www.cmfchile.cl/normativa/ncg_455_2021.pdf
2021_2290,2021-05-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA CIRCULAR QUE PRECISA FECHAS DE ENVÍO DE LOS NUEVOS ARCHIVOS DEL SISTEMA DE RIESGOS Y AJUSTA EL TAMAÑO DE ALGUNOS CAMPOS DE LOS ARCHIVOS R01, R07 Y R08 Y EXCLUYE LOS TRAMITES PREVISTOS EN EL INCISO PRIMERO DEL NUMERAL 3 DEL ARTÍCULO 20 DEL D.L. N°3.538 DE 1980.",https://www.cmfchile.cl/normativa/cir_2290_2021.pdf
2021_0453,2021-04-30,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°323 QUE IMPARTE INSTRUCCIONES SOBRE DETERMINACIÓN DEL PATRIMONIO DE RIESGO, PATRIMONIO NETO Y OBLIGACIÓN DE INVERTIR; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.",https://www.cmfchile.cl/normativa/ncg_453_2021.pdf
2021_2287,2021-03-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA CIRCULAR QUE MODIFICA LA CIRCULAR N° 1893, QUE IMPARTE INSTRUCCIONES SOBRE PÓLIZAS DE SEGUROS COMO PLANES DE AHORRO PREVISIONAL VOLUNTARIO Y PLANES DE   AHORRO PREVISIONAL VOLUNTARIO COLECTIVO.",https://www.cmfchile.cl/normativa/cir_2287_2021.pdf
2021_0452,2021-02-22,Modificación NCG,EXCEPTÚA DE LA OBLIGACIÓN DE INSCRIPCIÓN A DETERMINADAS OFERTAS PÚBLICAS DE VALORES Y MODIFICA LA NORMA DE CARÁCTER GENERAL N°336 DE 2012 EN LOS TÉRMINOS QUE INDICA,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE EXCEPTÚA DE LA OBLIGACIÓN DE INSCRIPCIÓN A DETERMINADAS OFERTAS PÚBLICAS DE VALORES Y MODIFICA LA NORMA DE CARÁCTER GENERAL N°336 DE 2012 EN LOS TÉRMINOS QUE INDICA.,https://www.cmfchile.cl/normativa/ncg_452_2021.pdf
2021_0451,2021-01-25,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE ESTABLECE CARACTERÍSTICAS O CONDICIONES QUE SE DEBERÁN CUMPLIR, A EFECTOS DE INSCRIBIR TÍTULOS DE DEUDA BAJO LA MODALIDAD DE REGISTRO AUTOMÁTICO.",https://www.cmfchile.cl/normativa/ncg_451_2021.pdf
2020_0450,2020-11-17,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE AUTORIZA MEDIOS TECNOLÓGICOS PARA LA CELEBRACIÓN DE SESIONES DE DIRECTORIO Y DEROGA LA CIRCULAR N°1.530 DE 2001,https://www.cmfchile.cl/normativa/ncg_450_2020.pdf
2020_0449,2020-09-14,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 446 QUE MODIFICÓ LA NORMA DE CARÁCTER GENERAL N°318 QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980.",https://www.cmfchile.cl/normativa/ncg_449_2020.pdf
2020_0448,2020-09-14,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 445 QUE MODIFICÓ LA NORMA DE CARÁCTER GENERAL N°209 QUE IMPARTE INSTRUCCIONES RELATIVAS AL ANÁLISIS DE SUFICIENCIA DE ACTIVOS EN ENTIDADES ASEGURADORAS Y REASEGURADORAS DEL SEGUNDO GRUPO, QUE MANTENGAN OBLIGACIONES VIGENTES DE SEGUROS DE RENTA VITALICIA DEL D.L. N° 3500 DE 1980, Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.",https://www.cmfchile.cl/normativa/ncg_448_2020.pdf
